"","AOMICID","income","female","education","hand","econ.ideology","econ.ideology.scale","social.ideology","social.ideology.scale","economic.identity","economic.identity.scale","social.identity","social.identity.scale","political.interest","political.interest.scale","non.voting","unfaithful.voting","vote.2010","vote.next","alpha","beta","gamma","delta","Fscale","ACC","rAmyg","rAmygW","lAmyg"
"233","242","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0," hbo (hoger beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,1,-1.17542691205401,5,0.737605557528972,2,-1.01142350762028,NA,NA,1,4,"VVD","VVD",-1.61065716365595,0.905416971013799,-1.57827023327027,2.24100865394787,0.6875,334,586,365,688
"234","243","Beneden-modaal (minder dan 32500)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.75,0.0794031468829401,6,1.34795041371604,4,0.530097854191498,NA,NA,1,2,"PVV","PVV",0.80095066305542,0.204917805638757,-1.05944584968202,-0.449988284773788,0.3125,325,693,428,580
"235","244","Beneden-modaal (minder dan 32500)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,5,"PvdA","PvdA",-0.806787888085496,0.555167388326278,-0.281209274299647,-0.180888590901622,0.5625,346,764,472,742
"236","245","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",1.25,-2.21544069131283,3,2.17078657844453,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,5,"PVV","PVV",0.80095066305542,-0.845830942423806,1.01585168467097,0.0882111029705443,0.1875,337,632,392,559
"237","246","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"universiteit of post-hbo onderwijs","Rechtshandig",3.25,0.489669918472564,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,2,"D66","GroenLinks",-1.20872252587072,-0.495581359736285,-1.31885804147614,2.51010834782004,0.25,331,741,455,690
"238","247","Meer dan driemaal modaal (100000 euro en meer) ",0,"universiteit of post-hbo onderwijs","Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,7,"GroenLinks","GroenLinks",1.20288530084065,0.555167388326278,-0.800033657887896,1.70280926620354,0.5625,316,570,352,623
"239","248","Beneden-modaal (minder dan 32500)",1,"universiteit of post-hbo onderwijs","Rechtshandig",3.25,0.489669918472564,1.25,-0.757150225741696,4,0.127260701341909,2,-1.01142350762028,NA,NA,1,1,"D66","D66",-1.61065716365595,1.60591613638884,-1.57827023327027,1.70280926620354,0.75,326,680,431,749
"240","249","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,6,"PvdA","GroenLinks",-0.00291861251503796,0.905416971013799,0.237615109288601,-1.25728736639029,0.75,322,764,481,739
"241","250","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.5,0.827808744695738,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,NA,NA,1,5,"D66","Christenunie",0.399016025270191,0.555167388326278,-0.800033657887896,-0.719087978645954,0.625,330,727,455,676
"242","252","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,2.5,1.33423320581989,4,0.127260701341909,4,0.530097854191498,NA,NA,1,4,"Anders, nl.","Anders, nl.",-0.00291861251503796,-0.495581359736285,-0.021797082505523,0.0882111029705443,0.5,344,626,388,644
"243","253","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Linkshandig",3.25,0.489669918472564,2,0.497679833195258,7,1.9582952699031,7,2.84237989690916,NA,NA,1,6,"PVV","PVV",0.80095066305542,-1.54633010779885,2.83173702722984,-0.180888590901622,0.25,298,610,381,594
"244","254","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,5,"D66","Anders, nl.",-1.20872252587072,0.555167388326278,1.79408826005335,-0.449988284773788,0.6875,336,758,467,719
"245","255","Beneden-modaal (minder dan 32500)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,3,-0.483084154845155,5,1.30085853509739,NA,NA,1,5,"PvdA","PvdA",-0.00291861251503796,0.555167388326278,-0.540621466093772,-0.449988284773788,0.6875,326,602,370,616
"246","256","Beneden-modaal (minder dan 32500)",0,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",4.25,1.84222522336526,2.75,1.75250989213221,1,-1.70377386721928,7,2.84237989690916,NA,NA,0,7,"Anders, nl.","Anders, nl.",0.399016025270191,-1.19608052511133,1.53467606825922,0.626410490714877,0.0625,311,745,473,814
"247","257","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mavo, vmbo (theoretische leerweg)","Rechtshandig",3.25,0.489669918472564,1,-1.17542691205401,5,0.737605557528972,4,0.530097854191498,NA,NA,1,3,"VVD","VVD",-1.61065716365595,-0.495581359736285,-0.540621466093772,2.77920804169221,0.5625,331,749,461,639
"248","258","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,4.75,5.09872338263076,4,0.127260701341909,4,0.530097854191498,NA,NA,0,7,"SGP","PvdA",-0.00291861251503796,-2.24682927317389,3.35056141081809,-0.449988284773788,0.75,325,648,395,767
"249","259","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"universiteit of post-hbo onderwijs","Rechtshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,3,-0.483084154845155,1,-1.78218418852617,NA,NA,1,3,"GroenLinks","GroenLinks",-0.404853250300267,0.555167388326278,-0.021797082505523,0.35731079684271,1,342,783,486,704
"250","260","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,7,"PVV","PVV",1.20288530084065,-0.845830942423806,1.01585168467097,-0.719087978645954,0.375,347,667,411,715
"251","261","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",1.5,-1.87730186508966,2.25,0.915956519507576,4,0.127260701341909,2,-1.01142350762028,NA,NA,1,5,"Anders, nl.","PvdA",-0.806787888085496,-0.845830942423806,2.3129126436416,-0.988187672518121,0.625,329,692,431,630
"252","262","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,2,0.497679833195258,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,5,"VVD","VVD",-0.00291861251503796,0.555167388326278,1.01585168467097,0.35731079684271,0.4375,336,681,421,717
"253","263","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"universiteit of post-hbo onderwijs","Linkshandig",3,0.151531092249389,1,-1.17542691205401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,7,"D66","PvdA",-0.00291861251503796,0.905416971013799,-1.57827023327027,0.626410490714877,0.875,350,532,327,611
"254","264","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,4,"SP","SP",-0.404853250300267,0.204917805638757,-0.540621466093772,-0.719087978645954,0.25,333,697,434,731
"255","265","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,2,0.497679833195258,6,1.34795041371604,4,0.530097854191498,NA,NA,0,2,"PVV","PVV",0.399016025270191,-0.495581359736285,1.01585168467097,0.0882111029705443,0.3125,313,557,346,509
"256","266","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1,-1.17542691205401,7,1.9582952699031,1,-1.78218418852617,NA,NA,1,2,"PVV","PVV",0.399016025270191,-0.145331777048764,-0.800033657887896,-0.719087978645954,0.375,319,607,376,679
"257","267","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,5,0.737605557528972,2,-1.01142350762028,NA,NA,1,3,"VVD","D66",0.399016025270191,0.905416971013799,0.497027301082726,-0.988187672518121,0.5625,323,678,419,769
"258","268","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",1.75,-1.53916303886648,2.25,0.915956519507576,7,1.9582952699031,4,0.530097854191498,NA,NA,1,1,"PVV","PVV",-0.00291861251503796,-0.495581359736285,0.75643949287685,0.895510184587043,0.1875,324,686,424,598
"259","269","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Linkshandig",1.25,-2.21544069131283,1.5,-0.338873539429378,6,1.34795041371604,2,-1.01142350762028,NA,NA,1,3,"VVD","PVV",-1.61065716365595,-1.89657969048637,-0.281209274299647,1.97190896007571,0.25,323,751,466,724
"260","270","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0," hbo (hoger beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.25,-0.757150225741696,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,5,"PvdA","PvdA",0.399016025270191,0.905416971013799,-0.281209274299647,-0.449988284773788,0.5,302,571,347,690
"261","271","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",1.5,-1.87730186508966,1.25,-0.757150225741696,3,-0.483084154845155,1,-1.78218418852617,NA,NA,1,3,"PvdA","GroenLinks",-0.404853250300267,1.25566655370132,-0.800033657887896,0.0882111029705443,0.8125,344,698,432,687
"262","272","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1,-1.17542691205401,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,2,"PvdA","PvdA",-0.806787888085496,0.555167388326278,0.237615109288601,-0.988187672518121,0.625,329,639,394,683
"263","273","Beneden-modaal (minder dan 32500)",0,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,2,-1.09342901103222,4,0.530097854191498,NA,NA,0,7,"Anders, nl.","Anders, nl.",-1.61065716365595,0.204917805638757,-0.021797082505523,-0.719087978645954,0.625,320,670,423,710
"264","274","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4.25,1.84222522336526,2,0.497679833195258,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,2,"VVD","VVD",-0.404853250300267,-0.495581359736285,-0.800033657887896,1.16460987845921,0.5,336,785,490,764
"265","275","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,5,"PvdA","PvdA",-0.00291861251503796,0.905416971013799,1.01585168467097,-0.180888590901622,0.4375,323,689,423,698
"266","276","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"GroenLinks","GroenLinks",0.80095066305542,0.905416971013799,0.237615109288601,-0.988187672518121,0.6875,323,719,452,696
"267","277","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,NA,NA,0,4,"Anders, nl.","Anders, nl.",0.80095066305542,-0.845830942423806,0.237615109288601,0.35731079684271,0.4375,325,618,380,722
"268","278","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2,-1.20102421264331,2,0.497679833195258,5,0.737605557528972,5,1.30085853509739,NA,NA,0,3,"VVD","VVD",-1.61065716365595,0.555167388326278,1.53467606825922,2.24100865394787,0.5625,346,669,415,732
"269","279","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1," hbo (hoger beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.75,0.0794031468829401,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,6,"D66","D66",0.80095066305542,-0.845830942423806,-0.281209274299647,-0.719087978645954,0.4375,337,739,455,709
"270","280","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Linkshandig",3,0.151531092249389,1,-1.17542691205401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,6,"GroenLinks","D66",-0.00291861251503796,1.25566655370132,-1.05944584968202,-0.719087978645954,0.4375,332,674,418,637
"271","281","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,1.25,-0.757150225741696,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,3,"VVD","D66",-0.806787888085496,0.204917805638757,0.237615109288601,0.35731079684271,0.6875,325,695,432,737
"272","282","Beneden-modaal (minder dan 32500)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,2,-1.09342901103222,6,2.07161921600328,NA,NA,1,2,"SP","SP",-0.404853250300267,1.25566655370132,-0.021797082505523,0.35731079684271,0.625,310,701,446,722
"273","283","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Linkshandig",3.75,1.16594757091891,2.5,1.33423320581989,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,5,"VVD","VVD",-0.806787888085496,0.204917805638757,-0.021797082505523,0.35731079684271,0.4375,309,613,368,681
"274","284","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.75,1.16594757091891,1,-1.17542691205401,4,0.127260701341909,5,1.30085853509739,NA,NA,1,5,"VVD","PvdA",1.20288530084065,0.905416971013799,-0.540621466093772,-0.449988284773788,0.4375,321,666,415,627
"275","285","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"mbo (middelbaar beroepsonderwijs)","Linkshandig",4,1.50408639714209,1.75,0.0794031468829401,7,1.9582952699031,1,-1.78218418852617,NA,NA,1,1,"PvdA","VVD",-0.806787888085496,-0.495581359736285,0.75643949287685,0.895510184587043,0.25,324,658,410,636
"276","286","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",2,-1.20102421264331,1.25,-0.757150225741696,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"GroenLinks","GroenLinks",0.399016025270191,1.25566655370132,-0.800033657887896,-0.719087978645954,0.625,318,727,457,747
"277","287","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1,-1.17542691205401,4,0.127260701341909,4,0.530097854191498,NA,NA,0,7,"CDA","CDA",0.80095066305542,-2.59707885586141,-1.05944584968202,-2.06458644800679,0.5,328,633,398,646
"278","288","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",1.75,-1.53916303886648,1,-1.17542691205401,7,1.9582952699031,1,-1.78218418852617,NA,NA,1,1,"PVV","PVV",-1.61065716365595,0.204917805638757,-1.05944584968202,-1.52638706026245,0.25,326,688,423,747
"279","289","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"lagere school, basisschool","Rechtshandig",2,-1.20102421264331,1.25,-0.757150225741696,1,-1.70377386721928,3,-0.24066282671439,NA,NA,1,2,"PvdA","PvdA",-0.806787888085496,1.60591613638884,-1.05944584968202,0.0882111029705443,0.625,322,709,439,737
"280","290","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",4,1.50408639714209,2,0.497679833195258,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,3,"VVD","VVD",-0.00291861251503796,-1.19608052511133,-0.281209274299647,-0.449988284773788,0.375,327,729,458,742
"281","291","Beneden-modaal (minder dan 32500)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,2,0.497679833195258,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,6,"VVD","D66",-0.404853250300267,0.204917805638757,0.497027301082726,1.16460987845921,0.375,331,558,340,599
"282","292","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0," hbo (hoger beroepsonderwijs)","Linkshandig",4,1.50408639714209,1.5,-0.338873539429378,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,4,"D66","D66",-0.404853250300267,0.555167388326278,1.01585168467097,1.97190896007571,0.6875,331,669,414,652
"283","294","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",2.75,-0.186607733973785,2,0.497679833195258,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,3,"PvdA","GroenLinks",-1.20872252587072,-0.495581359736285,-0.281209274299647,1.16460987845921,0.8125,325,550,327,675
"284","295","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",3.25,0.489669918472564,2.25,0.915956519507576,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,3,"GroenLinks","D66",1.20288530084065,-0.845830942423806,1.53467606825922,-0.719087978645954,0.75,358,771,480,803
"285","296","Beneden-modaal (minder dan 32500)",0,"universiteit of post-hbo onderwijs","Rechtshandig",3.25,0.489669918472564,1.25,-0.757150225741696,2,-1.09342901103222,1,-1.78218418852617,NA,NA,1,3,"GroenLinks","GroenLinks",-1.20872252587072,1.25566655370132,-0.540621466093772,2.24100865394787,0.8125,342,663,407,678
"286","297","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"universiteit of post-hbo onderwijs","Rechtshandig",3.75,1.16594757091891,1.75,0.0794031468829401,4,0.127260701341909,2,-1.01142350762028,NA,NA,1,6,"D66","D66",-0.806787888085496,-0.145331777048764,-0.281209274299647,0.35731079684271,0.375,338,581,357,621
"287","298","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,2,"Christenunie","Christenunie",0.80095066305542,-1.19608052511133,-0.540621466093772,-1.25728736639029,0.25,321,628,391,629
"288","299","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2,-1.20102421264331,1.25,-0.757150225741696,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,2,"GroenLinks","Anders, nl.",-0.404853250300267,1.60591613638884,-0.800033657887896,-0.180888590901622,0.5625,327,784,487,812
"289","300","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1,-1.17542691205401,2,-1.09342901103222,7,2.84237989690916,NA,NA,1,6,"SP","SP",-0.00291861251503796,0.204917805638757,-0.540621466093772,-0.449988284773788,0.375,320,650,403,686
"290","301","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,NA,NA,1,5,"Trots op Nederland","GroenLinks",-0.00291861251503796,0.555167388326278,1.2752638764651,-0.719087978645954,0.6875,339,646,403,739
"291","302","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,1,-1.70377386721928,3,-0.24066282671439,NA,NA,1,3,"GroenLinks","GroenLinks",-0.806787888085496,1.25566655370132,-1.31885804147614,0.35731079684271,0.875,318,751,470,694
"292","303","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0," hbo (hoger beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,1.25,-0.757150225741696,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"PvdA","PvdA",-1.61065716365595,0.204917805638757,-1.57827023327027,0.895510184587043,0.6875,291,617,389,624
"293","304","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1.75,0.0794031468829401,3,-0.483084154845155,2,-1.01142350762028,NA,NA,1,5,"D66","D66",-1.61065716365595,0.905416971013799,0.75643949287685,0.35731079684271,0.625,342,608,378,654
